test_start,test_category,test_number,function_name,filepath,filetype,write_time_in_seconds,read_time_in_seconds,memory_in_MB,filesize_in_bytes,compression
2022-05-14T18:58:45.429824+00:00,write,0,write_file,data/small/day1/2022_place_canvas_history.parquet,parquet,4.846637568902224,-1.0,-1.0,1745220412,
2022-05-14T18:58:45.429824+00:00,write,0,write_file,data/small/day1/2022_place_canvas_history.orc,orc,6.364395199925639,-1.0,-1.0,1617754319,
2022-05-14T18:58:45.429824+00:00,write,0,write_file,data/small/day1/2022_place_canvas_history.feather,feather,3.773785716970451,-1.0,-1.0,1874427914,
2022-05-14T18:58:45.429824+00:00,write,0,write_file,data/small/day1/2022_place_canvas_history.csv,csv,17.022653404041193,-1.0,-1.0,2107617029,
2022-05-14T18:58:45.429824+00:00,write,1,write_file,data/small/day1/2022_place_canvas_history.parquet,parquet,3.932716964976862,-1.0,-1.0,1745220412,
2022-05-14T18:58:45.429824+00:00,write,1,write_file,data/small/day1/2022_place_canvas_history.orc,orc,5.401774307014421,-1.0,-1.0,1617754319,
2022-05-14T18:58:45.429824+00:00,write,1,write_file,data/small/day1/2022_place_canvas_history.feather,feather,3.1170168509706855,-1.0,-1.0,1874427914,
2022-05-14T18:58:45.429824+00:00,write,1,write_file,data/small/day1/2022_place_canvas_history.csv,csv,17.022950831917115,-1.0,-1.0,2107617029,
2022-05-14T18:58:45.429824+00:00,write,2,write_file,data/small/day1/2022_place_canvas_history.parquet,parquet,3.8746982059674338,-1.0,-1.0,1745220412,
2022-05-14T18:58:45.429824+00:00,write,2,write_file,data/small/day1/2022_place_canvas_history.orc,orc,5.3454730049706995,-1.0,-1.0,1617754319,
2022-05-14T18:58:45.429824+00:00,write,2,write_file,data/small/day1/2022_place_canvas_history.feather,feather,2.8157034360338002,-1.0,-1.0,1874427914,
2022-05-14T18:58:45.429824+00:00,write,2,write_file,data/small/day1/2022_place_canvas_history.csv,csv,17.03158347099088,-1.0,-1.0,2107617029,
2022-05-14T18:58:45.429824+00:00,write,3,write_file,data/small/day1/2022_place_canvas_history.parquet,parquet,4.028226442984305,-1.0,-1.0,1745220412,
2022-05-14T18:58:45.429824+00:00,write,3,write_file,data/small/day1/2022_place_canvas_history.orc,orc,5.406693965080194,-1.0,-1.0,1617754319,
2022-05-14T18:58:45.429824+00:00,write,3,write_file,data/small/day1/2022_place_canvas_history.feather,feather,3.1840450949966908,-1.0,-1.0,1874427914,
2022-05-14T18:58:45.429824+00:00,write,3,write_file,data/small/day1/2022_place_canvas_history.csv,csv,16.778893249924295,-1.0,-1.0,2107617029,
2022-05-14T18:58:45.429824+00:00,write,4,write_file,data/small/day1/2022_place_canvas_history.parquet,parquet,3.999239731929265,-1.0,-1.0,1745220412,
2022-05-14T18:58:45.429824+00:00,write,4,write_file,data/small/day1/2022_place_canvas_history.orc,orc,5.469810921931639,-1.0,-1.0,1617754319,
2022-05-14T18:58:45.429824+00:00,write,4,write_file,data/small/day1/2022_place_canvas_history.feather,feather,3.1674431959399953,-1.0,-1.0,1874427914,
2022-05-14T18:58:45.429824+00:00,write,4,write_file,data/small/day1/2022_place_canvas_history.csv,csv,16.900464199949056,-1.0,-1.0,2107617029,
2022-05-14T18:58:45.429824+00:00,write,5,write_file,data/small/day1/2022_place_canvas_history.parquet,parquet,4.0567100590560585,-1.0,-1.0,1745220412,
2022-05-14T18:58:45.429824+00:00,write,5,write_file,data/small/day1/2022_place_canvas_history.orc,orc,5.445894506992772,-1.0,-1.0,1617754319,
2022-05-14T18:58:45.429824+00:00,write,5,write_file,data/small/day1/2022_place_canvas_history.feather,feather,3.5717848259955645,-1.0,-1.0,1874427914,
2022-05-14T18:58:45.429824+00:00,write,5,write_file,data/small/day1/2022_place_canvas_history.csv,csv,16.88977696595248,-1.0,-1.0,2107617029,
2022-05-14T18:58:45.429824+00:00,write,6,write_file,data/small/day1/2022_place_canvas_history.parquet,parquet,4.035755540011451,-1.0,-1.0,1745220412,
2022-05-14T18:58:45.429824+00:00,write,6,write_file,data/small/day1/2022_place_canvas_history.orc,orc,5.46650881995447,-1.0,-1.0,1617754319,
2022-05-14T18:58:45.429824+00:00,write,6,write_file,data/small/day1/2022_place_canvas_history.feather,feather,3.1244429879589006,-1.0,-1.0,1874427914,
2022-05-14T18:58:45.429824+00:00,write,6,write_file,data/small/day1/2022_place_canvas_history.csv,csv,16.870784315979108,-1.0,-1.0,2107617029,
2022-05-14T18:58:45.429824+00:00,write,7,write_file,data/small/day1/2022_place_canvas_history.parquet,parquet,3.932075373013504,-1.0,-1.0,1745220412,
2022-05-14T18:58:45.429824+00:00,write,7,write_file,data/small/day1/2022_place_canvas_history.orc,orc,5.36816043604631,-1.0,-1.0,1617754319,
2022-05-14T18:58:45.429824+00:00,write,7,write_file,data/small/day1/2022_place_canvas_history.feather,feather,3.145352349965833,-1.0,-1.0,1874427914,
2022-05-14T18:58:45.429824+00:00,write,7,write_file,data/small/day1/2022_place_canvas_history.csv,csv,16.856371757923625,-1.0,-1.0,2107617029,
2022-05-14T18:58:45.429824+00:00,write,8,write_file,data/small/day1/2022_place_canvas_history.parquet,parquet,3.8461328310659155,-1.0,-1.0,1745220412,
2022-05-14T18:58:45.429824+00:00,write,8,write_file,data/small/day1/2022_place_canvas_history.orc,orc,5.389875567983836,-1.0,-1.0,1617754319,
2022-05-14T18:58:45.429824+00:00,write,8,write_file,data/small/day1/2022_place_canvas_history.feather,feather,3.12885954300873,-1.0,-1.0,1874427914,
2022-05-14T18:58:45.429824+00:00,write,8,write_file,data/small/day1/2022_place_canvas_history.csv,csv,16.621400305069983,-1.0,-1.0,2107617029,
2022-05-14T18:58:45.429824+00:00,write,9,write_file,data/small/day1/2022_place_canvas_history.parquet,parquet,4.0671798849944025,-1.0,-1.0,1745220412,
2022-05-14T18:58:45.429824+00:00,write,9,write_file,data/small/day1/2022_place_canvas_history.orc,orc,5.3752327259862795,-1.0,-1.0,1617754319,
2022-05-14T18:58:45.429824+00:00,write,9,write_file,data/small/day1/2022_place_canvas_history.feather,feather,3.081853723968379,-1.0,-1.0,1874427914,
2022-05-14T18:58:45.429824+00:00,write,9,write_file,data/small/day1/2022_place_canvas_history.csv,csv,17.06142906297464,-1.0,-1.0,2107617029,
2022-05-14T19:03:47.625278+00:00,read,0,entire_file_to_df,data/small/day1/2022_place_canvas_history.parquet,parquet,-1.0,9.026305734063499,-1.0,-1,
2022-05-14T19:03:47.625278+00:00,read,0,entire_file_to_df,data/small/day1/2022_place_canvas_history.orc,orc,-1.0,8.415171699947678,-1.0,-1,
2022-05-14T19:03:47.625278+00:00,read,0,entire_file_to_df,data/small/day1/2022_place_canvas_history.feather,feather,-1.0,7.2953815220389515,-1.0,-1,
2022-05-14T19:03:47.625278+00:00,read,0,entire_file_to_df,data/small/day1/2022_place_canvas_history.csv,csv,-1.0,7.678729527047835,-1.0,-1,
2022-05-14T19:03:47.625278+00:00,read,0,get_amount_participants,data/small/day1/2022_place_canvas_history.parquet,parquet,-1.0,7.851355212042108,-1.0,-1,
2022-05-14T19:03:47.625278+00:00,read,0,get_amount_participants,data/small/day1/2022_place_canvas_history.orc,orc,-1.0,6.884002740029246,-1.0,-1,
2022-05-14T19:03:47.625278+00:00,read,0,get_amount_participants,data/small/day1/2022_place_canvas_history.feather,feather,-1.0,6.780465560033917,-1.0,-1,
2022-05-14T19:03:47.625278+00:00,read,0,get_amount_participants,data/small/day1/2022_place_canvas_history.csv,csv,-1.0,11.279081139015034,-1.0,-1,
2022-05-14T19:03:47.625278+00:00,read,0,get_amount_colors_used,data/small/day1/2022_place_canvas_history.parquet,parquet,-1.0,0.2792098689824343,-1.0,-1,
2022-05-14T19:03:47.625278+00:00,read,0,get_amount_colors_used,data/small/day1/2022_place_canvas_history.orc,orc,-1.0,0.24575054494198412,-1.0,-1,
2022-05-14T19:03:47.625278+00:00,read,0,get_amount_colors_used,data/small/day1/2022_place_canvas_history.feather,feather,-1.0,0.14313674194272608,-1.0,-1,
2022-05-14T19:03:47.625278+00:00,read,0,get_amount_colors_used,data/small/day1/2022_place_canvas_history.csv,csv,-1.0,0.5935890940017998,-1.0,-1,
2022-05-14T19:03:47.625278+00:00,read,0,get_number_of_rows,data/small/day1/2022_place_canvas_history.parquet,parquet,-1.0,0.00027526996564120054,-1.0,-1,
2022-05-14T19:03:47.625278+00:00,read,0,get_number_of_rows,data/small/day1/2022_place_canvas_history.orc,orc,-1.0,8.343893568962812e-05,-1.0,-1,
